,metric_name,description,value
5463,"fill rate (rec1936,disinfectingWipes)",fill rate of recipient rec1936 limited to disinfectingWipes,0.0
5464,"fill rate (rec1936,faceShields)",fill rate of recipient rec1936 limited to faceShields,0.0
5465,"fill rate (rec1936,gowns)",fill rate of recipient rec1936 limited to gowns,0.0
5466,"fill rate (rec1936,respirators)",fill rate of recipient rec1936 limited to respirators,0.0
5467,"fill rate (rec1936,surgicalMasks)",fill rate of recipient rec1936 limited to surgicalMasks,0.0
5468,"fill rate (rec1937,disinfectingWipes)",fill rate of recipient rec1937 limited to disinfectingWipes,0.0
5469,"fill rate (rec1937,faceShields)",fill rate of recipient rec1937 limited to faceShields,0.0
5470,"fill rate (rec1937,gowns)",fill rate of recipient rec1937 limited to gowns,0.0
5471,"fill rate (rec1937,handmadeMasks)",fill rate of recipient rec1937 limited to handmadeMasks,0.0
5472,"fill rate (rec1937,respirators)",fill rate of recipient rec1937 limited to respirators,0.0
5473,"fill rate (rec1937,surgicalMasks)",fill rate of recipient rec1937 limited to surgicalMasks,0.0
5474,"fill rate (rec1938,disinfectingWipes)",fill rate of recipient rec1938 limited to disinfectingWipes,0.0
5475,"fill rate (rec1938,faceShields)",fill rate of recipient rec1938 limited to faceShields,0.0
5476,"fill rate (rec1938,respirators)",fill rate of recipient rec1938 limited to respirators,0.0
5477,"fill rate (rec1939,disinfectingWipes)",fill rate of recipient rec1939 limited to disinfectingWipes,0.0
5478,"fill rate (rec1939,respirators)",fill rate of recipient rec1939 limited to respirators,0.0
5479,"fill rate (rec1939,surgicalMasks)",fill rate of recipient rec1939 limited to surgicalMasks,0.0
5480,"fill rate (rec194,disinfectingWipes)",fill rate of recipient rec194 limited to disinfectingWipes,0.0
5481,"fill rate (rec194,handSanitizer)",fill rate of recipient rec194 limited to handSanitizer,0.0
5482,"fill rate (rec194,respirators)",fill rate of recipient rec194 limited to respirators,0.0
5483,"fill rate (rec1940,disinfectingWipes)",fill rate of recipient rec1940 limited to disinfectingWipes,0.0
5484,"fill rate (rec1940,faceShields)",fill rate of recipient rec1940 limited to faceShields,0.0
5485,"fill rate (rec1940,gowns)",fill rate of recipient rec1940 limited to gowns,0.0
5486,"fill rate (rec1940,respirators)",fill rate of recipient rec1940 limited to respirators,0.0
5487,"fill rate (rec1940,surgicalMasks)",fill rate of recipient rec1940 limited to surgicalMasks,0.0
5488,"fill rate (rec1941,disinfectingWipes)",fill rate of recipient rec1941 limited to disinfectingWipes,0.0
5489,"fill rate (rec1941,faceShields)",fill rate of recipient rec1941 limited to faceShields,0.0
5490,"fill rate (rec1941,gowns)",fill rate of recipient rec1941 limited to gowns,0.0
5491,"fill rate (rec1941,handmadeMasks)",fill rate of recipient rec1941 limited to handmadeMasks,0.0
5492,"fill rate (rec1941,surgicalMasks)",fill rate of recipient rec1941 limited to surgicalMasks,0.0
5493,"fill rate (rec1942,disinfectingWipes)",fill rate of recipient rec1942 limited to disinfectingWipes,0.0
5494,"fill rate (rec1942,respirators)",fill rate of recipient rec1942 limited to respirators,0.0
5495,"fill rate (rec1942,surgicalMasks)",fill rate of recipient rec1942 limited to surgicalMasks,0.0
5496,"fill rate (rec1943,disinfectingWipes)",fill rate of recipient rec1943 limited to disinfectingWipes,0.0
5497,"fill rate (rec1943,faceShields)",fill rate of recipient rec1943 limited to faceShields,0.0
5498,"fill rate (rec1943,handmadeMasks)",fill rate of recipient rec1943 limited to handmadeMasks,0.0
5499,"fill rate (rec1943,respirators)",fill rate of recipient rec1943 limited to respirators,0.0
5500,"fill rate (rec1944,disinfectingWipes)",fill rate of recipient rec1944 limited to disinfectingWipes,0.0
5501,"fill rate (rec1944,gowns)",fill rate of recipient rec1944 limited to gowns,0.0
5502,"fill rate (rec1944,handmadeMasks)",fill rate of recipient rec1944 limited to handmadeMasks,0.0
5503,"fill rate (rec1944,respirators)",fill rate of recipient rec1944 limited to respirators,0.0
5504,"fill rate (rec1945,disinfectingWipes)",fill rate of recipient rec1945 limited to disinfectingWipes,0.0
5505,"fill rate (rec1945,faceShields)",fill rate of recipient rec1945 limited to faceShields,0.0
5506,"fill rate (rec1945,gowns)",fill rate of recipient rec1945 limited to gowns,0.0
5507,"fill rate (rec1945,handmadeMasks)",fill rate of recipient rec1945 limited to handmadeMasks,0.0
5508,"fill rate (rec1945,surgicalMasks)",fill rate of recipient rec1945 limited to surgicalMasks,0.0
5509,"fill rate (rec1946,disinfectingWipes)",fill rate of recipient rec1946 limited to disinfectingWipes,0.0
5510,"fill rate (rec1946,faceShields)",fill rate of recipient rec1946 limited to faceShields,0.0
5511,"fill rate (rec1946,gowns)",fill rate of recipient rec1946 limited to gowns,0.0
5512,"fill rate (rec1946,handmadeMasks)",fill rate of recipient rec1946 limited to handmadeMasks,0.0
5513,"fill rate (rec1946,respirators)",fill rate of recipient rec1946 limited to respirators,0.0
5514,"fill rate (rec1946,surgicalMasks)",fill rate of recipient rec1946 limited to surgicalMasks,0.0
5515,"fill rate (rec1947,disinfectingWipes)",fill rate of recipient rec1947 limited to disinfectingWipes,0.0
5516,"fill rate (rec1947,faceShields)",fill rate of recipient rec1947 limited to faceShields,0.0
5517,"fill rate (rec1947,gowns)",fill rate of recipient rec1947 limited to gowns,0.0
5518,"fill rate (rec1947,handmadeMasks)",fill rate of recipient rec1947 limited to handmadeMasks,0.0
5519,"fill rate (rec1947,respirators)",fill rate of recipient rec1947 limited to respirators,0.0
5520,"fill rate (rec1947,surgicalMasks)",fill rate of recipient rec1947 limited to surgicalMasks,0.0
5521,"fill rate (rec1948,disinfectingWipes)",fill rate of recipient rec1948 limited to disinfectingWipes,0.0
5522,"fill rate (rec1948,faceShields)",fill rate of recipient rec1948 limited to faceShields,0.0
5523,"fill rate (rec1948,gowns)",fill rate of recipient rec1948 limited to gowns,0.0
5524,"fill rate (rec1948,handmadeMasks)",fill rate of recipient rec1948 limited to handmadeMasks,0.0
5525,"fill rate (rec1948,respirators)",fill rate of recipient rec1948 limited to respirators,0.0
5526,"fill rate (rec1948,surgicalMasks)",fill rate of recipient rec1948 limited to surgicalMasks,0.0
5527,"fill rate (rec1949,disinfectingWipes)",fill rate of recipient rec1949 limited to disinfectingWipes,0.0
5528,"fill rate (rec1949,faceShields)",fill rate of recipient rec1949 limited to faceShields,0.0
5529,"fill rate (rec1949,gowns)",fill rate of recipient rec1949 limited to gowns,0.0
5530,"fill rate (rec1949,respirators)",fill rate of recipient rec1949 limited to respirators,0.0
5531,"fill rate (rec1949,surgicalMasks)",fill rate of recipient rec1949 limited to surgicalMasks,0.0
5532,"fill rate (rec195,disinfectingWipes)",fill rate of recipient rec195 limited to disinfectingWipes,0.0
5533,"fill rate (rec195,handSanitizer)",fill rate of recipient rec195 limited to handSanitizer,0.0
5534,"fill rate (rec195,respirators)",fill rate of recipient rec195 limited to respirators,0.0
5535,"fill rate (rec1950,faceShields)",fill rate of recipient rec1950 limited to faceShields,0.0
5536,"fill rate (rec1950,respirators)",fill rate of recipient rec1950 limited to respirators,0.0
5537,"fill rate (rec1951,disinfectingWipes)",fill rate of recipient rec1951 limited to disinfectingWipes,0.0
5538,"fill rate (rec1951,faceShields)",fill rate of recipient rec1951 limited to faceShields,0.0
5539,"fill rate (rec1951,gowns)",fill rate of recipient rec1951 limited to gowns,0.0
5540,"fill rate (rec1951,handmadeMasks)",fill rate of recipient rec1951 limited to handmadeMasks,0.0
5541,"fill rate (rec1951,respirators)",fill rate of recipient rec1951 limited to respirators,0.0
5542,"fill rate (rec1951,surgicalMasks)",fill rate of recipient rec1951 limited to surgicalMasks,0.0
5543,"fill rate (rec1952,disinfectingWipes)",fill rate of recipient rec1952 limited to disinfectingWipes,0.0
5544,"fill rate (rec1952,gowns)",fill rate of recipient rec1952 limited to gowns,0.0
5545,"fill rate (rec1952,respirators)",fill rate of recipient rec1952 limited to respirators,0.0
5546,"fill rate (rec1952,surgicalMasks)",fill rate of recipient rec1952 limited to surgicalMasks,0.0
5547,"fill rate (rec1953,disinfectingWipes)",fill rate of recipient rec1953 limited to disinfectingWipes,0.0
5548,"fill rate (rec1953,faceShields)",fill rate of recipient rec1953 limited to faceShields,0.0
5549,"fill rate (rec1953,gowns)",fill rate of recipient rec1953 limited to gowns,0.0
5550,"fill rate (rec1953,respirators)",fill rate of recipient rec1953 limited to respirators,0.0
5551,"fill rate (rec1953,surgicalMasks)",fill rate of recipient rec1953 limited to surgicalMasks,0.0
5552,"fill rate (rec1954,disinfectingWipes)",fill rate of recipient rec1954 limited to disinfectingWipes,0.0
5553,"fill rate (rec1954,faceShields)",fill rate of recipient rec1954 limited to faceShields,0.0
5554,"fill rate (rec1954,gowns)",fill rate of recipient rec1954 limited to gowns,0.0
5555,"fill rate (rec1954,handmadeMasks)",fill rate of recipient rec1954 limited to handmadeMasks,0.0
5556,"fill rate (rec1954,surgicalMasks)",fill rate of recipient rec1954 limited to surgicalMasks,0.0
5557,"fill rate (rec1955,disinfectingWipes)",fill rate of recipient rec1955 limited to disinfectingWipes,0.0
5558,"fill rate (rec1955,gowns)",fill rate of recipient rec1955 limited to gowns,0.0
5559,"fill rate (rec1955,respirators)",fill rate of recipient rec1955 limited to respirators,0.0
5560,"fill rate (rec1955,surgicalMasks)",fill rate of recipient rec1955 limited to surgicalMasks,0.0
5561,"fill rate (rec1956,disinfectingWipes)",fill rate of recipient rec1956 limited to disinfectingWipes,0.0
5562,"fill rate (rec1956,respirators)",fill rate of recipient rec1956 limited to respirators,0.0
5563,"fill rate (rec1957,handmadeMasks)",fill rate of recipient rec1957 limited to handmadeMasks,0.0
5564,"fill rate (rec1957,respirators)",fill rate of recipient rec1957 limited to respirators,0.0
5565,"fill rate (rec1957,surgicalMasks)",fill rate of recipient rec1957 limited to surgicalMasks,0.0
5566,"fill rate (rec1958,gowns)",fill rate of recipient rec1958 limited to gowns,0.0
5567,"fill rate (rec1958,respirators)",fill rate of recipient rec1958 limited to respirators,0.0
5568,"fill rate (rec1958,surgicalMasks)",fill rate of recipient rec1958 limited to surgicalMasks,0.0
5569,"fill rate (rec1959,disinfectingWipes)",fill rate of recipient rec1959 limited to disinfectingWipes,0.0
5570,"fill rate (rec1959,handmadeMasks)",fill rate of recipient rec1959 limited to handmadeMasks,0.0
5571,"fill rate (rec1959,respirators)",fill rate of recipient rec1959 limited to respirators,0.0
5572,"fill rate (rec196,disinfectingWipes)",fill rate of recipient rec196 limited to disinfectingWipes,0.0
5573,"fill rate (rec196,disposableBooties)",fill rate of recipient rec196 limited to disposableBooties,0.0
5574,"fill rate (rec196,faceShields)",fill rate of recipient rec196 limited to faceShields,0.0
5575,"fill rate (rec196,handSanitizer)",fill rate of recipient rec196 limited to handSanitizer,0.0
5576,"fill rate (rec196,respirators)",fill rate of recipient rec196 limited to respirators,0.0
5577,"fill rate (rec196,thermometers)",fill rate of recipient rec196 limited to thermometers,0.0
5578,"fill rate (rec1960,disinfectingWipes)",fill rate of recipient rec1960 limited to disinfectingWipes,0.0
5579,"fill rate (rec1960,faceShields)",fill rate of recipient rec1960 limited to faceShields,0.0
5580,"fill rate (rec1960,gowns)",fill rate of recipient rec1960 limited to gowns,0.0
5581,"fill rate (rec1960,respirators)",fill rate of recipient rec1960 limited to respirators,0.0
5582,"fill rate (rec1960,surgicalMasks)",fill rate of recipient rec1960 limited to surgicalMasks,0.0
5583,"fill rate (rec1961,disinfectingWipes)",fill rate of recipient rec1961 limited to disinfectingWipes,0.0
5584,"fill rate (rec1961,faceShields)",fill rate of recipient rec1961 limited to faceShields,0.0
5585,"fill rate (rec1961,gowns)",fill rate of recipient rec1961 limited to gowns,0.0
5586,"fill rate (rec1961,handmadeMasks)",fill rate of recipient rec1961 limited to handmadeMasks,0.0
5587,"fill rate (rec1961,respirators)",fill rate of recipient rec1961 limited to respirators,0.0
5588,"fill rate (rec1961,surgicalMasks)",fill rate of recipient rec1961 limited to surgicalMasks,0.0
5589,"fill rate (rec1962,disinfectingWipes)",fill rate of recipient rec1962 limited to disinfectingWipes,0.0
5590,"fill rate (rec1962,faceShields)",fill rate of recipient rec1962 limited to faceShields,0.0
5591,"fill rate (rec1962,gowns)",fill rate of recipient rec1962 limited to gowns,0.0
5592,"fill rate (rec1962,handmadeMasks)",fill rate of recipient rec1962 limited to handmadeMasks,0.0
5593,"fill rate (rec1962,respirators)",fill rate of recipient rec1962 limited to respirators,0.0
5594,"fill rate (rec1962,surgicalMasks)",fill rate of recipient rec1962 limited to surgicalMasks,0.0
5595,"fill rate (rec1963,disinfectingWipes)",fill rate of recipient rec1963 limited to disinfectingWipes,0.0
5596,"fill rate (rec1963,faceShields)",fill rate of recipient rec1963 limited to faceShields,0.0
5597,"fill rate (rec1963,gowns)",fill rate of recipient rec1963 limited to gowns,0.0
5598,"fill rate (rec1963,respirators)",fill rate of recipient rec1963 limited to respirators,0.0
5599,"fill rate (rec1963,surgicalMasks)",fill rate of recipient rec1963 limited to surgicalMasks,0.0
5600,"fill rate (rec1964,faceShields)",fill rate of recipient rec1964 limited to faceShields,0.0
5601,"fill rate (rec1964,gowns)",fill rate of recipient rec1964 limited to gowns,0.0
5602,"fill rate (rec1964,respirators)",fill rate of recipient rec1964 limited to respirators,0.0
5603,"fill rate (rec1964,surgicalMasks)",fill rate of recipient rec1964 limited to surgicalMasks,0.0
5604,"fill rate (rec1965,disinfectingWipes)",fill rate of recipient rec1965 limited to disinfectingWipes,0.0
5605,"fill rate (rec1965,gowns)",fill rate of recipient rec1965 limited to gowns,0.0
5606,"fill rate (rec1965,handmadeMasks)",fill rate of recipient rec1965 limited to handmadeMasks,0.0
5607,"fill rate (rec1965,respirators)",fill rate of recipient rec1965 limited to respirators,0.0
5608,"fill rate (rec1965,surgicalMasks)",fill rate of recipient rec1965 limited to surgicalMasks,0.0
5609,"fill rate (rec1966,disinfectingWipes)",fill rate of recipient rec1966 limited to disinfectingWipes,0.0
5610,"fill rate (rec1966,faceShields)",fill rate of recipient rec1966 limited to faceShields,0.0
5611,"fill rate (rec1966,handmadeMasks)",fill rate of recipient rec1966 limited to handmadeMasks,0.0
5612,"fill rate (rec1966,respirators)",fill rate of recipient rec1966 limited to respirators,0.0
5613,"fill rate (rec1966,surgicalMasks)",fill rate of recipient rec1966 limited to surgicalMasks,0.0
5614,"fill rate (rec1967,disinfectingWipes)",fill rate of recipient rec1967 limited to disinfectingWipes,0.0
5615,"fill rate (rec1967,faceShields)",fill rate of recipient rec1967 limited to faceShields,0.0
5616,"fill rate (rec1967,gowns)",fill rate of recipient rec1967 limited to gowns,0.0
5617,"fill rate (rec1967,surgicalMasks)",fill rate of recipient rec1967 limited to surgicalMasks,0.0
5618,"fill rate (rec1968,disinfectingWipes)",fill rate of recipient rec1968 limited to disinfectingWipes,0.0
5619,"fill rate (rec1968,faceShields)",fill rate of recipient rec1968 limited to faceShields,0.0
5620,"fill rate (rec1968,gowns)",fill rate of recipient rec1968 limited to gowns,0.0
5621,"fill rate (rec1968,respirators)",fill rate of recipient rec1968 limited to respirators,0.0
5622,"fill rate (rec1968,surgicalMasks)",fill rate of recipient rec1968 limited to surgicalMasks,0.0
5623,"fill rate (rec1969,disinfectingWipes)",fill rate of recipient rec1969 limited to disinfectingWipes,0.0
5624,"fill rate (rec1969,faceShields)",fill rate of recipient rec1969 limited to faceShields,0.0
